,Type,variable_1,Description,path,variable_2
687,SCATTER,Cylinders,This graph shows the distribution between Cylinders and Height(mm).,./static/img/SCATTER/Cylinders_Height(mm).png,Height(mm)
688,SCATTER,Cylinders,This graph shows the distribution between Cylinders and Length(mm).,./static/img/SCATTER/Cylinders_Length(mm).png,Length(mm)
689,SCATTER,Cylinders,This graph shows the distribution between Cylinders and Width(mm).,./static/img/SCATTER/Cylinders_Width(mm).png,Width(mm)
690,SCATTER,Cylinders,This graph shows the distribution between Cylinders and City_Mileage(km_per_litre).,./static/img/SCATTER/Cylinders_City_Mileage(km_per_litre).png,City_Mileage(km_per_litre)
691,SCATTER,Cylinders,This graph shows the distribution between Cylinders and Ground_Clearance(mm).,./static/img/SCATTER/Cylinders_Ground_Clearance(mm).png,Ground_Clearance(mm)
692,SCATTER,Cylinders,This graph shows the distribution between Cylinders and Seating_Capacity.,./static/img/SCATTER/Cylinders_Seating_Capacity.png,Seating_Capacity
693,SCATTER,Cylinders,This graph shows the distribution between Cylinders and Wheelbase.,./static/img/SCATTER/Cylinders_Wheelbase.png,Wheelbase
694,SCATTER,Cylinders,This graph shows the distribution between Cylinders and Minimum_Turning_Radius(meter).,./static/img/SCATTER/Cylinders_Minimum_Turning_Radius(meter).png,Minimum_Turning_Radius(meter)
695,SCATTER,Cylinders,This graph shows the distribution between Cylinders and Number_of_Airbags.,./static/img/SCATTER/Cylinders_Number_of_Airbags.png,Number_of_Airbags
696,SCATTER,Height(mm),This graph shows the distribution between Height(mm) and Ex-Showroom_Price(Rs).,./static/img/SCATTER/Height(mm)_Ex-Showroom_Price(Rs).png,Ex-Showroom_Price(Rs)
697,SCATTER,Height(mm),This graph shows the distribution between Height(mm) and Cylinders.,./static/img/SCATTER/Height(mm)_Cylinders.png,Cylinders
698,SCATTER,Height(mm),This graph shows the distribution between Height(mm) and Length(mm).,./static/img/SCATTER/Height(mm)_Length(mm).png,Length(mm)
699,SCATTER,Height(mm),This graph shows the distribution between Height(mm) and Width(mm).,./static/img/SCATTER/Height(mm)_Width(mm).png,Width(mm)
700,SCATTER,Height(mm),This graph shows the distribution between Height(mm) and City_Mileage(km_per_litre).,./static/img/SCATTER/Height(mm)_City_Mileage(km_per_litre).png,City_Mileage(km_per_litre)
701,SCATTER,Height(mm),This graph shows the distribution between Height(mm) and Ground_Clearance(mm).,./static/img/SCATTER/Height(mm)_Ground_Clearance(mm).png,Ground_Clearance(mm)
702,SCATTER,Height(mm),This graph shows the distribution between Height(mm) and Seating_Capacity.,./static/img/SCATTER/Height(mm)_Seating_Capacity.png,Seating_Capacity
703,SCATTER,Height(mm),This graph shows the distribution between Height(mm) and Wheelbase.,./static/img/SCATTER/Height(mm)_Wheelbase.png,Wheelbase
704,SCATTER,Height(mm),This graph shows the distribution between Height(mm) and Minimum_Turning_Radius(meter).,./static/img/SCATTER/Height(mm)_Minimum_Turning_Radius(meter).png,Minimum_Turning_Radius(meter)
705,SCATTER,Height(mm),This graph shows the distribution between Height(mm) and Number_of_Airbags.,./static/img/SCATTER/Height(mm)_Number_of_Airbags.png,Number_of_Airbags
706,SCATTER,Length(mm),This graph shows the distribution between Length(mm) and Ex-Showroom_Price(Rs).,./static/img/SCATTER/Length(mm)_Ex-Showroom_Price(Rs).png,Ex-Showroom_Price(Rs)
707,SCATTER,Length(mm),This graph shows the distribution between Length(mm) and Cylinders.,./static/img/SCATTER/Length(mm)_Cylinders.png,Cylinders
708,SCATTER,Length(mm),This graph shows the distribution between Length(mm) and Height(mm).,./static/img/SCATTER/Length(mm)_Height(mm).png,Height(mm)
709,SCATTER,Length(mm),This graph shows the distribution between Length(mm) and Width(mm).,./static/img/SCATTER/Length(mm)_Width(mm).png,Width(mm)
710,SCATTER,Length(mm),This graph shows the distribution between Length(mm) and City_Mileage(km_per_litre).,./static/img/SCATTER/Length(mm)_City_Mileage(km_per_litre).png,City_Mileage(km_per_litre)
711,SCATTER,Length(mm),This graph shows the distribution between Length(mm) and Ground_Clearance(mm).,./static/img/SCATTER/Length(mm)_Ground_Clearance(mm).png,Ground_Clearance(mm)
712,SCATTER,Length(mm),This graph shows the distribution between Length(mm) and Seating_Capacity.,./static/img/SCATTER/Length(mm)_Seating_Capacity.png,Seating_Capacity
713,SCATTER,Length(mm),This graph shows the distribution between Length(mm) and Wheelbase.,./static/img/SCATTER/Length(mm)_Wheelbase.png,Wheelbase
714,SCATTER,Length(mm),This graph shows the distribution between Length(mm) and Minimum_Turning_Radius(meter).,./static/img/SCATTER/Length(mm)_Minimum_Turning_Radius(meter).png,Minimum_Turning_Radius(meter)
715,SCATTER,Length(mm),This graph shows the distribution between Length(mm) and Number_of_Airbags.,./static/img/SCATTER/Length(mm)_Number_of_Airbags.png,Number_of_Airbags
716,SCATTER,Width(mm),This graph shows the distribution between Width(mm) and Ex-Showroom_Price(Rs).,./static/img/SCATTER/Width(mm)_Ex-Showroom_Price(Rs).png,Ex-Showroom_Price(Rs)
717,SCATTER,Width(mm),This graph shows the distribution between Width(mm) and Cylinders.,./static/img/SCATTER/Width(mm)_Cylinders.png,Cylinders
718,SCATTER,Width(mm),This graph shows the distribution between Width(mm) and Height(mm).,./static/img/SCATTER/Width(mm)_Height(mm).png,Height(mm)
719,SCATTER,Width(mm),This graph shows the distribution between Width(mm) and Length(mm).,./static/img/SCATTER/Width(mm)_Length(mm).png,Length(mm)
720,SCATTER,Width(mm),This graph shows the distribution between Width(mm) and City_Mileage(km_per_litre).,./static/img/SCATTER/Width(mm)_City_Mileage(km_per_litre).png,City_Mileage(km_per_litre)
721,SCATTER,Width(mm),This graph shows the distribution between Width(mm) and Ground_Clearance(mm).,./static/img/SCATTER/Width(mm)_Ground_Clearance(mm).png,Ground_Clearance(mm)
722,SCATTER,Width(mm),This graph shows the distribution between Width(mm) and Seating_Capacity.,./static/img/SCATTER/Width(mm)_Seating_Capacity.png,Seating_Capacity
723,SCATTER,Width(mm),This graph shows the distribution between Width(mm) and Wheelbase.,./static/img/SCATTER/Width(mm)_Wheelbase.png,Wheelbase
724,SCATTER,Width(mm),This graph shows the distribution between Width(mm) and Minimum_Turning_Radius(meter).,./static/img/SCATTER/Width(mm)_Minimum_Turning_Radius(meter).png,Minimum_Turning_Radius(meter)
725,SCATTER,Width(mm),This graph shows the distribution between Width(mm) and Number_of_Airbags.,./static/img/SCATTER/Width(mm)_Number_of_Airbags.png,Number_of_Airbags
726,SCATTER,City_Mileage(km_per_litre),This graph shows the distribution between City_Mileage(km_per_litre) and Ex-Showroom_Price(Rs).,./static/img/SCATTER/City_Mileage(km_per_litre)_Ex-Showroom_Price(Rs).png,Ex-Showroom_Price(Rs)
727,SCATTER,City_Mileage(km_per_litre),This graph shows the distribution between City_Mileage(km_per_litre) and Cylinders.,./static/img/SCATTER/City_Mileage(km_per_litre)_Cylinders.png,Cylinders
728,SCATTER,City_Mileage(km_per_litre),This graph shows the distribution between City_Mileage(km_per_litre) and Height(mm).,./static/img/SCATTER/City_Mileage(km_per_litre)_Height(mm).png,Height(mm)
729,SCATTER,City_Mileage(km_per_litre),This graph shows the distribution between City_Mileage(km_per_litre) and Length(mm).,./static/img/SCATTER/City_Mileage(km_per_litre)_Length(mm).png,Length(mm)
730,SCATTER,City_Mileage(km_per_litre),This graph shows the distribution between City_Mileage(km_per_litre) and Width(mm).,./static/img/SCATTER/City_Mileage(km_per_litre)_Width(mm).png,Width(mm)
731,SCATTER,City_Mileage(km_per_litre),This graph shows the distribution between City_Mileage(km_per_litre) and Ground_Clearance(mm).,./static/img/SCATTER/City_Mileage(km_per_litre)_Ground_Clearance(mm).png,Ground_Clearance(mm)
732,SCATTER,City_Mileage(km_per_litre),This graph shows the distribution between City_Mileage(km_per_litre) and Seating_Capacity.,./static/img/SCATTER/City_Mileage(km_per_litre)_Seating_Capacity.png,Seating_Capacity
733,SCATTER,City_Mileage(km_per_litre),This graph shows the distribution between City_Mileage(km_per_litre) and Wheelbase.,./static/img/SCATTER/City_Mileage(km_per_litre)_Wheelbase.png,Wheelbase
734,SCATTER,City_Mileage(km_per_litre),This graph shows the distribution between City_Mileage(km_per_litre) and Minimum_Turning_Radius(meter).,./static/img/SCATTER/City_Mileage(km_per_litre)_Minimum_Turning_Radius(meter).png,Minimum_Turning_Radius(meter)
735,SCATTER,City_Mileage(km_per_litre),This graph shows the distribution between City_Mileage(km_per_litre) and Number_of_Airbags.,./static/img/SCATTER/City_Mileage(km_per_litre)_Number_of_Airbags.png,Number_of_Airbags
736,SCATTER,Ground_Clearance(mm),This graph shows the distribution between Ground_Clearance(mm) and Ex-Showroom_Price(Rs).,./static/img/SCATTER/Ground_Clearance(mm)_Ex-Showroom_Price(Rs).png,Ex-Showroom_Price(Rs)
737,SCATTER,Ground_Clearance(mm),This graph shows the distribution between Ground_Clearance(mm) and Cylinders.,./static/img/SCATTER/Ground_Clearance(mm)_Cylinders.png,Cylinders
738,SCATTER,Ground_Clearance(mm),This graph shows the distribution between Ground_Clearance(mm) and Height(mm).,./static/img/SCATTER/Ground_Clearance(mm)_Height(mm).png,Height(mm)
739,SCATTER,Ground_Clearance(mm),This graph shows the distribution between Ground_Clearance(mm) and Length(mm).,./static/img/SCATTER/Ground_Clearance(mm)_Length(mm).png,Length(mm)
740,SCATTER,Ground_Clearance(mm),This graph shows the distribution between Ground_Clearance(mm) and Width(mm).,./static/img/SCATTER/Ground_Clearance(mm)_Width(mm).png,Width(mm)
741,SCATTER,Ground_Clearance(mm),This graph shows the distribution between Ground_Clearance(mm) and City_Mileage(km_per_litre).,./static/img/SCATTER/Ground_Clearance(mm)_City_Mileage(km_per_litre).png,City_Mileage(km_per_litre)
742,SCATTER,Ground_Clearance(mm),This graph shows the distribution between Ground_Clearance(mm) and Seating_Capacity.,./static/img/SCATTER/Ground_Clearance(mm)_Seating_Capacity.png,Seating_Capacity
743,SCATTER,Ground_Clearance(mm),This graph shows the distribution between Ground_Clearance(mm) and Wheelbase.,./static/img/SCATTER/Ground_Clearance(mm)_Wheelbase.png,Wheelbase
744,SCATTER,Ground_Clearance(mm),This graph shows the distribution between Ground_Clearance(mm) and Minimum_Turning_Radius(meter).,./static/img/SCATTER/Ground_Clearance(mm)_Minimum_Turning_Radius(meter).png,Minimum_Turning_Radius(meter)
745,SCATTER,Ground_Clearance(mm),This graph shows the distribution between Ground_Clearance(mm) and Number_of_Airbags.,./static/img/SCATTER/Ground_Clearance(mm)_Number_of_Airbags.png,Number_of_Airbags
746,SCATTER,Seating_Capacity,This graph shows the distribution between Seating_Capacity and Ex-Showroom_Price(Rs).,./static/img/SCATTER/Seating_Capacity_Ex-Showroom_Price(Rs).png,Ex-Showroom_Price(Rs)
747,SCATTER,Seating_Capacity,This graph shows the distribution between Seating_Capacity and Cylinders.,./static/img/SCATTER/Seating_Capacity_Cylinders.png,Cylinders
748,SCATTER,Seating_Capacity,This graph shows the distribution between Seating_Capacity and Height(mm).,./static/img/SCATTER/Seating_Capacity_Height(mm).png,Height(mm)
749,SCATTER,Seating_Capacity,This graph shows the distribution between Seating_Capacity and Length(mm).,./static/img/SCATTER/Seating_Capacity_Length(mm).png,Length(mm)
750,SCATTER,Seating_Capacity,This graph shows the distribution between Seating_Capacity and Width(mm).,./static/img/SCATTER/Seating_Capacity_Width(mm).png,Width(mm)
751,SCATTER,Seating_Capacity,This graph shows the distribution between Seating_Capacity and City_Mileage(km_per_litre).,./static/img/SCATTER/Seating_Capacity_City_Mileage(km_per_litre).png,City_Mileage(km_per_litre)
752,SCATTER,Seating_Capacity,This graph shows the distribution between Seating_Capacity and Ground_Clearance(mm).,./static/img/SCATTER/Seating_Capacity_Ground_Clearance(mm).png,Ground_Clearance(mm)
753,SCATTER,Seating_Capacity,This graph shows the distribution between Seating_Capacity and Wheelbase.,./static/img/SCATTER/Seating_Capacity_Wheelbase.png,Wheelbase
754,SCATTER,Seating_Capacity,This graph shows the distribution between Seating_Capacity and Minimum_Turning_Radius(meter).,./static/img/SCATTER/Seating_Capacity_Minimum_Turning_Radius(meter).png,Minimum_Turning_Radius(meter)
755,SCATTER,Seating_Capacity,This graph shows the distribution between Seating_Capacity and Number_of_Airbags.,./static/img/SCATTER/Seating_Capacity_Number_of_Airbags.png,Number_of_Airbags
756,SCATTER,Wheelbase,This graph shows the distribution between Wheelbase and Ex-Showroom_Price(Rs).,./static/img/SCATTER/Wheelbase_Ex-Showroom_Price(Rs).png,Ex-Showroom_Price(Rs)
757,SCATTER,Wheelbase,This graph shows the distribution between Wheelbase and Cylinders.,./static/img/SCATTER/Wheelbase_Cylinders.png,Cylinders
758,SCATTER,Wheelbase,This graph shows the distribution between Wheelbase and Height(mm).,./static/img/SCATTER/Wheelbase_Height(mm).png,Height(mm)
759,SCATTER,Wheelbase,This graph shows the distribution between Wheelbase and Length(mm).,./static/img/SCATTER/Wheelbase_Length(mm).png,Length(mm)
760,SCATTER,Wheelbase,This graph shows the distribution between Wheelbase and Width(mm).,./static/img/SCATTER/Wheelbase_Width(mm).png,Width(mm)
761,SCATTER,Wheelbase,This graph shows the distribution between Wheelbase and City_Mileage(km_per_litre).,./static/img/SCATTER/Wheelbase_City_Mileage(km_per_litre).png,City_Mileage(km_per_litre)
762,SCATTER,Wheelbase,This graph shows the distribution between Wheelbase and Ground_Clearance(mm).,./static/img/SCATTER/Wheelbase_Ground_Clearance(mm).png,Ground_Clearance(mm)
763,SCATTER,Wheelbase,This graph shows the distribution between Wheelbase and Seating_Capacity.,./static/img/SCATTER/Wheelbase_Seating_Capacity.png,Seating_Capacity
764,SCATTER,Wheelbase,This graph shows the distribution between Wheelbase and Minimum_Turning_Radius(meter).,./static/img/SCATTER/Wheelbase_Minimum_Turning_Radius(meter).png,Minimum_Turning_Radius(meter)
765,SCATTER,Wheelbase,This graph shows the distribution between Wheelbase and Number_of_Airbags.,./static/img/SCATTER/Wheelbase_Number_of_Airbags.png,Number_of_Airbags
766,SCATTER,Minimum_Turning_Radius(meter),This graph shows the distribution between Minimum_Turning_Radius(meter) and Ex-Showroom_Price(Rs).,./static/img/SCATTER/Minimum_Turning_Radius(meter)_Ex-Showroom_Price(Rs).png,Ex-Showroom_Price(Rs)
767,SCATTER,Minimum_Turning_Radius(meter),This graph shows the distribution between Minimum_Turning_Radius(meter) and Cylinders.,./static/img/SCATTER/Minimum_Turning_Radius(meter)_Cylinders.png,Cylinders
768,SCATTER,Minimum_Turning_Radius(meter),This graph shows the distribution between Minimum_Turning_Radius(meter) and Height(mm).,./static/img/SCATTER/Minimum_Turning_Radius(meter)_Height(mm).png,Height(mm)
769,SCATTER,Minimum_Turning_Radius(meter),This graph shows the distribution between Minimum_Turning_Radius(meter) and Length(mm).,./static/img/SCATTER/Minimum_Turning_Radius(meter)_Length(mm).png,Length(mm)
770,SCATTER,Minimum_Turning_Radius(meter),This graph shows the distribution between Minimum_Turning_Radius(meter) and Width(mm).,./static/img/SCATTER/Minimum_Turning_Radius(meter)_Width(mm).png,Width(mm)
771,SCATTER,Minimum_Turning_Radius(meter),This graph shows the distribution between Minimum_Turning_Radius(meter) and City_Mileage(km_per_litre).,./static/img/SCATTER/Minimum_Turning_Radius(meter)_City_Mileage(km_per_litre).png,City_Mileage(km_per_litre)
772,SCATTER,Minimum_Turning_Radius(meter),This graph shows the distribution between Minimum_Turning_Radius(meter) and Ground_Clearance(mm).,./static/img/SCATTER/Minimum_Turning_Radius(meter)_Ground_Clearance(mm).png,Ground_Clearance(mm)
773,SCATTER,Minimum_Turning_Radius(meter),This graph shows the distribution between Minimum_Turning_Radius(meter) and Seating_Capacity.,./static/img/SCATTER/Minimum_Turning_Radius(meter)_Seating_Capacity.png,Seating_Capacity
